seed,economy,supplier,shock_allocation
2102,France,Peru,0.0
2102,France,Canada,0.0
2102,France,Others,0.0
2102,Germany,China,0.25
2102,Germany,Australia,0.0
2102,Germany,Chile,0.0
2102,Germany,Argentina,0.0
2102,Germany,DR Congo,0.0
2102,Germany,Indonesia,0.0
2102,Germany,Russia,0.0
2102,Germany,United States,0.0
2102,Germany,Brazil,0.0
2102,Germany,South Africa,0.0
2102,Germany,Peru,0.0
2102,Germany,Canada,0.0
2102,Germany,Others,0.0
2102,Italy,China,0.25
2102,Italy,Australia,0.0
2102,Italy,Chile,0.0
2102,Italy,Argentina,0.0
2102,Italy,DR Congo,0.0
2102,Italy,Indonesia,0.0
2102,Italy,Russia,0.0
2102,Italy,United States,0.0
2102,Italy,Brazil,0.0
2102,Italy,South Africa,0.0
2102,Italy,Peru,0.0
2102,Italy,Canada,0.0
2102,Italy,Others,0.0
2102,Netherlands,China,0.25
2102,Netherlands,Australia,0.0
2102,Netherlands,Chile,0.0
2102,Netherlands,Argentina,0.0
2102,Netherlands,DR Congo,0.0
2102,Netherlands,Indonesia,0.0
2102,Netherlands,Russia,0.0
2102,Netherlands,United States,0.0
2102,Netherlands,Brazil,0.0
2102,Netherlands,South Africa,0.0
2102,Netherlands,Peru,0.0
2102,Netherlands,Canada,0.0
2102,Netherlands,Others,0.0
2102,Spain,China,0.25
2102,Spain,Australia,0.0
2102,Spain,Chile,0.0
2102,Spain,Argentina,0.0
2102,Spain,DR Congo,0.0
2102,Spain,Indonesia,0.0
2102,Spain,Russia,0.0
2102,Spain,United States,0.0
2102,Spain,Brazil,0.0
2102,Spain,South Africa,0.0
2102,Spain,Peru,0.0
2102,Spain,Canada,0.0
2102,Spain,Others,0.0
2103,France,China,0.25
2103,France,Australia,0.0
2103,France,Chile,0.0
2103,France,Argentina,0.0
2103,France,DR Congo,0.0
2103,France,Indonesia,0.0
2103,France,Russia,0.0
2103,France,United States,0.0
2103,France,Brazil,0.0
2103,France,South Africa,0.0
2103,France,Peru,0.0
2103,France,Canada,0.0
2103,France,Others,0.0
2103,Germany,China,0.25
2103,Germany,Australia,0.0
2103,Germany,Chile,0.0
2103,Germany,Argentina,0.0
2103,Germany,DR Congo,0.0
2103,Germany,Indonesia,0.0
2103,Germany,Russia,0.0
2103,Germany,United States,0.0
2103,Germany,Brazil,0.0
2103,Germany,South Africa,0.0
2103,Germany,Peru,0.0
2103,Germany,Canada,0.0
2103,Germany,Others,0.0
2103,Italy,China,0.25
2103,Italy,Australia,0.0
2103,Italy,Chile,0.0
2103,Italy,Argentina,0.0
2103,Italy,DR Congo,0.0
2103,Italy,Indonesia,0.0
2103,Italy,Russia,0.0
2103,Italy,United States,0.0
2103,Italy,Brazil,0.0
2103,Italy,South Africa,0.0
2103,Italy,Peru,0.0
2103,Italy,Canada,0.0
2103,Italy,Others,0.0
2103,Netherlands,China,0.25
2103,Netherlands,Australia,0.0
2103,Netherlands,Chile,0.0
2103,Netherlands,Argentina,0.0
2103,Netherlands,DR Congo,0.0
2103,Netherlands,Indonesia,0.0
2103,Netherlands,Russia,0.0
2103,Netherlands,United States,0.0
2103,Netherlands,Brazil,0.0
2103,Netherlands,South Africa,0.0
2103,Netherlands,Peru,0.0
2103,Netherlands,Canada,0.0
2103,Netherlands,Others,0.0
2103,Spain,China,0.25
2103,Spain,Australia,0.0
2103,Spain,Chile,0.0
2103,Spain,Argentina,0.0
2103,Spain,DR Congo,0.0
2103,Spain,Indonesia,0.0
2103,Spain,Russia,0.0
2103,Spain,United States,0.0
2103,Spain,Brazil,0.0
2103,Spain,South Africa,0.0
2103,Spain,Peru,0.0
2103,Spain,Canada,0.0
2103,Spain,Others,0.0
2104,France,China,0.25
2104,France,Australia,0.0
2104,France,Chile,0.0
2104,France,Argentina,0.0
2104,France,DR Congo,0.0
2104,France,Indonesia,0.0
2104,France,Russia,0.0
2104,France,United States,0.0
2104,France,Brazil,0.0
2104,France,South Africa,0.0
2104,France,Peru,0.0
2104,France,Canada,0.0
2104,France,Others,0.0
2104,Germany,China,0.25
2104,Germany,Australia,0.0
2104,Germany,Chile,0.0
2104,Germany,Argentina,0.0
2104,Germany,DR Congo,0.0
2104,Germany,Indonesia,0.0
2104,Germany,Russia,0.0
2104,Germany,United States,0.0
2104,Germany,Brazil,0.0
2104,Germany,South Africa,0.0
2104,Germany,Peru,0.0
2104,Germany,Canada,0.0
2104,Germany,Others,0.0
2104,Italy,China,0.25
2104,Italy,Australia,0.0
2104,Italy,Chile,0.0
2104,Italy,Argentina,0.0
2104,Italy,DR Congo,0.0
2104,Italy,Indonesia,0.0
2104,Italy,Russia,0.0
2104,Italy,United States,0.0
2104,Italy,Brazil,0.0
2104,Italy,South Africa,0.0
2104,Italy,Peru,0.0
2104,Italy,Canada,0.0
2104,Italy,Others,0.0
2104,Netherlands,China,0.25
2104,Netherlands,Australia,0.0
2104,Netherlands,Chile,0.0
2104,Netherlands,Argentina,0.0
2104,Netherlands,DR Congo,0.0
2104,Netherlands,Indonesia,0.0
2104,Netherlands,Russia,0.0
2104,Netherlands,United States,0.0
2104,Netherlands,Brazil,0.0
2104,Netherlands,South Africa,0.0
2104,Netherlands,Peru,0.0
2104,Netherlands,Canada,0.0
2104,Netherlands,Others,0.0
2104,Spain,China,0.0
2104,Spain,Australia,0.0
2104,Spain,Chile,0.0
2104,Spain,Argentina,0.0
2104,Spain,DR Congo,0.0
2104,Spain,Indonesia,0.0
2104,Spain,Russia,0.0
2104,Spain,United States,0.0
2104,Spain,Brazil,0.0
2104,Spain,South Africa,0.0
2104,Spain,Peru,0.0
2104,Spain,Canada,0.0
2104,Spain,Others,0.25
2105,France,China,0.25
2105,France,Australia,0.0
2105,France,Chile,0.0
2105,France,Argentina,0.0
2105,France,DR Congo,0.0
2105,France,Indonesia,0.0
2105,France,Russia,0.0
2105,France,United States,0.0
2105,France,Brazil,0.0
2105,France,South Africa,0.0
2105,France,Peru,0.0
2105,France,Canada,0.0
2105,France,Others,0.0
2105,Germany,China,0.25
2105,Germany,Australia,0.0
2105,Germany,Chile,0.0
2105,Germany,Argentina,0.0
2105,Germany,DR Congo,0.0
2105,Germany,Indonesia,0.0
2105,Germany,Russia,0.0
2105,Germany,United States,0.0
2105,Germany,Brazil,0.0
2105,Germany,South Africa,0.0
2105,Germany,Peru,0.0
2105,Germany,Canada,0.0
2105,Germany,Others,0.0
2105,Italy,China,0.25
2105,Italy,Australia,0.0
2105,Italy,Chile,0.0
2105,Italy,Argentina,0.0
2105,Italy,DR Congo,0.0
2105,Italy,Indonesia,0.0
2105,Italy,Russia,0.0
2105,Italy,United States,0.0
2105,Italy,Brazil,0.0
2105,Italy,South Africa,0.0
2105,Italy,Peru,0.0
2105,Italy,Canada,0.0
2105,Italy,Others,0.0
2105,Netherlands,China,0.25
2105,Netherlands,Australia,0.0
2105,Netherlands,Chile,0.0
2105,Netherlands,Argentina,0.0
2105,Netherlands,DR Congo,0.0
2105,Netherlands,Indonesia,0.0
2105,Netherlands,Russia,0.0
2105,Netherlands,United States,0.0
2105,Netherlands,Brazil,0.0
2105,Netherlands,South Africa,0.0
2105,Netherlands,Peru,0.0
2105,Netherlands,Canada,0.0
2105,Netherlands,Others,0.0
2105,Spain,China,0.25
2105,Spain,Australia,0.0
2105,Spain,Chile,0.0
2105,Spain,Argentina,0.0
2105,Spain,DR Congo,0.0
2105,Spain,Indonesia,0.0
2105,Spain,Russia,0.0
2105,Spain,United States,0.0
2105,Spain,Brazil,0.0
2105,Spain,South Africa,0.0
2105,Spain,Peru,0.0
2105,Spain,Canada,0.0
2105,Spain,Others,0.0
2106,France,China,0.25
2106,France,Australia,0.0
2106,France,Chile,0.0
2106,France,Argentina,0.0
2106,France,DR Congo,0.0
2106,France,Indonesia,0.0
2106,France,Russia,0.0
2106,France,United States,0.0
2106,France,Brazil,0.0
2106,France,South Africa,0.0
2106,France,Peru,0.0
2106,France,Canada,0.0
2106,France,Others,0.0
2106,Germany,China,0.25
2106,Germany,Australia,0.0
2106,Germany,Chile,0.0
2106,Germany,Argentina,0.0
2106,Germany,DR Congo,0.0
2106,Germany,Indonesia,0.0
2106,Germany,Russia,0.0
2106,Germany,United States,0.0
2106,Germany,Brazil,0.0
2106,Germany,South Africa,0.0
2106,Germany,Peru,0.0
2106,Germany,Canada,0.0
2106,Germany,Others,0.0
2106,Italy,China,0.25
2106,Italy,Australia,0.0
2106,Italy,Chile,0.0
2106,Italy,Argentina,0.0
2106,Italy,DR Congo,0.0
2106,Italy,Indonesia,0.0
2106,Italy,Russia,0.0
2106,Italy,United States,0.0
2106,Italy,Brazil,0.0
2106,Italy,South Africa,0.0
2106,Italy,Peru,0.0
2106,Italy,Canada,0.0
2106,Italy,Others,0.0
2106,Netherlands,China,0.25
2106,Netherlands,Australia,0.0
2106,Netherlands,Chile,0.0
2106,Netherlands,Argentina,0.0
2106,Netherlands,DR Congo,0.0
2106,Netherlands,Indonesia,0.0
2106,Netherlands,Russia,0.0
2106,Netherlands,United States,0.0
2106,Netherlands,Brazil,0.0
2106,Netherlands,South Africa,0.0
2106,Netherlands,Peru,0.0
2106,Netherlands,Canada,0.0
2106,Netherlands,Others,0.0
2106,Spain,China,0.25
2106,Spain,Australia,0.0
2106,Spain,Chile,0.0
2106,Spain,Argentina,0.0
2106,Spain,DR Congo,0.0
2106,Spain,Indonesia,0.0
2106,Spain,Russia,0.0
2106,Spain,United States,0.0
2106,Spain,Brazil,0.0
2106,Spain,South Africa,0.0
2106,Spain,Peru,0.0
2106,Spain,Canada,0.0
2106,Spain,Others,0.0
2107,France,China,0.25
2107,France,Australia,0.0
2107,France,Chile,0.0
2107,France,Argentina,0.0
2107,France,DR Congo,0.0
2107,France,Indonesia,0.0
2107,France,Russia,0.0
2107,France,United States,0.0
2107,France,Brazil,0.0
2107,France,South Africa,0.0
2107,France,Peru,0.0
2107,France,Canada,0.0
2107,France,Others,0.0
2107,Germany,China,0.25
2107,Germany,Australia,0.0
2107,Germany,Chile,0.0
2107,Germany,Argentina,0.0
2107,Germany,DR Congo,0.0
2107,Germany,Indonesia,0.0
2107,Germany,Russia,0.0
2107,Germany,United States,0.0
2107,Germany,Brazil,0.0
2107,Germany,South Africa,0.0
2107,Germany,Peru,0.0
2107,Germany,Canada,0.0
2107,Germany,Others,0.0
2107,Italy,China,0.25
2107,Italy,Australia,0.0
2107,Italy,Chile,0.0
2107,Italy,Argentina,0.0
2107,Italy,DR Congo,0.0
2107,Italy,Indonesia,0.0
2107,Italy,Russia,0.0
2107,Italy,United States,0.0
2107,Italy,Brazil,0.0
2107,Italy,South Africa,0.0
2107,Italy,Peru,0.0
2107,Italy,Canada,0.0
2107,Italy,Others,0.0
2107,Netherlands,China,0.25
2107,Netherlands,Australia,0.0
2107,Netherlands,Chile,0.0
2107,Netherlands,Argentina,0.0
2107,Netherlands,DR Congo,0.0
2107,Netherlands,Indonesia,0.0
2107,Netherlands,Russia,0.0
2107,Netherlands,United States,0.0
2107,Netherlands,Brazil,0.0
2107,Netherlands,South Africa,0.0
2107,Netherlands,Peru,0.0
2107,Netherlands,Canada,0.0
2107,Netherlands,Others,0.0
2107,Spain,China,0.25
2107,Spain,Australia,0.0
2107,Spain,Chile,0.0
2107,Spain,Argentina,0.0
2107,Spain,DR Congo,0.0
2107,Spain,Indonesia,0.0
2107,Spain,Russia,0.0
2107,Spain,United States,0.0
2107,Spain,Brazil,0.0
2107,Spain,South Africa,0.0
2107,Spain,Peru,0.0
2107,Spain,Canada,0.0
2107,Spain,Others,0.0
2108,France,China,0.25
2108,France,Australia,0.0
2108,France,Chile,0.0
2108,France,Argentina,0.0
2108,France,DR Congo,0.0
2108,France,Indonesia,0.0
2108,France,Russia,0.0
2108,France,United States,0.0
2108,France,Brazil,0.0
2108,France,South Africa,0.0
2108,France,Peru,0.0
2108,France,Canada,0.0
2108,France,Others,0.0
2108,Germany,China,0.25
2108,Germany,Australia,0.0
2108,Germany,Chile,0.0
2108,Germany,Argentina,0.0
2108,Germany,DR Congo,0.0
2108,Germany,Indonesia,0.0
2108,Germany,Russia,0.0
2108,Germany,United States,0.0
2108,Germany,Brazil,0.0
2108,Germany,South Africa,0.0
2108,Germany,Peru,0.0
2108,Germany,Canada,0.0
2108,Germany,Others,0.0
2108,Italy,China,0.25
2108,Italy,Australia,0.0
2108,Italy,Chile,0.0
2108,Italy,Argentina,0.0
2108,Italy,DR Congo,0.0
2108,Italy,Indonesia,0.0
2108,Italy,Russia,0.0
2108,Italy,United States,0.0
2108,Italy,Brazil,0.0
2108,Italy,South Africa,0.0
2108,Italy,Peru,0.0
2108,Italy,Canada,0.0
2108,Italy,Others,0.0
2108,Netherlands,China,0.25
2108,Netherlands,Australia,0.0
2108,Netherlands,Chile,0.0
2108,Netherlands,Argentina,0.0
2108,Netherlands,DR Congo,0.0
2108,Netherlands,Indonesia,0.0
2108,Netherlands,Russia,0.0
2108,Netherlands,United States,0.0
2108,Netherlands,Brazil,0.0
2108,Netherlands,South Africa,0.0
2108,Netherlands,Peru,0.0
2108,Netherlands,Canada,0.0
2108,Netherlands,Others,0.0
2108,Spain,China,0.25
2108,Spain,Australia,0.0
2108,Spain,Chile,0.0
2108,Spain,Argentina,0.0
2108,Spain,DR Congo,0.0
2108,Spain,Indonesia,0.0
2108,Spain,Russia,0.0
2108,Spain,United States,0.0
2108,Spain,Brazil,0.0
2108,Spain,South Africa,0.0
2108,Spain,Peru,0.0
2108,Spain,Canada,0.0
2108,Spain,Others,0.0
2109,France,China,0.25
2109,France,Australia,0.0
2109,France,Chile,0.0
2109,France,Argentina,0.0
2109,France,DR Congo,0.0
2109,France,Indonesia,0.0
2109,France,Russia,0.0
2109,France,United States,0.0
2109,France,Brazil,0.0
2109,France,South Africa,0.0
2109,France,Peru,0.0
2109,France,Canada,0.0
2109,France,Others,0.0
2109,Germany,China,0.25
2109,Germany,Australia,0.0
2109,Germany,Chile,0.0
2109,Germany,Argentina,0.0
2109,Germany,DR Congo,0.0
2109,Germany,Indonesia,0.0
2109,Germany,Russia,0.0
2109,Germany,United States,0.0
2109,Germany,Brazil,0.0
2109,Germany,South Africa,0.0
2109,Germany,Peru,0.0
2109,Germany,Canada,0.0
2109,Germany,Others,0.0
2109,Italy,China,0.25
2109,Italy,Australia,0.0
2109,Italy,Chile,0.0
2109,Italy,Argentina,0.0
2109,Italy,DR Congo,0.0
2109,Italy,Indonesia,0.0
2109,Italy,Russia,0.0
2109,Italy,United States,0.0
2109,Italy,Brazil,0.0
2109,Italy,South Africa,0.0
2109,Italy,Peru,0.0
2109,Italy,Canada,0.0
2109,Italy,Others,0.0
2109,Netherlands,China,0.25
2109,Netherlands,Australia,0.0
2109,Netherlands,Chile,0.0
2109,Netherlands,Argentina,0.0
2109,Netherlands,DR Congo,0.0
2109,Netherlands,Indonesia,0.0
2109,Netherlands,Russia,0.0
2109,Netherlands,United States,0.0
2109,Netherlands,Brazil,0.0
2109,Netherlands,South Africa,0.0
2109,Netherlands,Peru,0.0
2109,Netherlands,Canada,0.0
2109,Netherlands,Others,0.0
2109,Spain,China,0.25
2109,Spain,Australia,0.0
2109,Spain,Chile,0.0
2109,Spain,Argentina,0.0
2109,Spain,DR Congo,0.0
2109,Spain,Indonesia,0.0
2109,Spain,Russia,0.0
2109,Spain,United States,0.0
2109,Spain,Brazil,0.0
2109,Spain,South Africa,0.0
2109,Spain,Peru,0.0
2109,Spain,Canada,0.0
2109,Spain,Others,0.0
2110,France,China,0.25
2110,France,Australia,0.0
2110,France,Chile,0.0
2110,France,Argentina,0.0
2110,France,DR Congo,0.0
2110,France,Indonesia,0.0
2110,France,Russia,0.0
2110,France,United States,0.0
2110,France,Brazil,0.0
2110,France,South Africa,0.0
2110,France,Peru,0.0
2110,France,Canada,0.0
2110,France,Others,0.0
2110,Germany,China,0.25
2110,Germany,Australia,0.0
2110,Germany,Chile,0.0
2110,Germany,Argentina,0.0
2110,Germany,DR Congo,0.0
2110,Germany,Indonesia,0.0
2110,Germany,Russia,0.0
2110,Germany,United States,0.0
2110,Germany,Brazil,0.0
2110,Germany,South Africa,0.0
2110,Germany,Peru,0.0
2110,Germany,Canada,0.0
2110,Germany,Others,0.0
2110,Italy,China,0.25
2110,Italy,Australia,0.0
2110,Italy,Chile,0.0
2110,Italy,Argentina,0.0
2110,Italy,DR Congo,0.0
2110,Italy,Indonesia,0.0
2110,Italy,Russia,0.0
2110,Italy,United States,0.0
2110,Italy,Brazil,0.0
2110,Italy,South Africa,0.0
2110,Italy,Peru,0.0
2110,Italy,Canada,0.0
2110,Italy,Others,0.0
2110,Netherlands,China,0.25
2110,Netherlands,Australia,0.0
2110,Netherlands,Chile,0.0
2110,Netherlands,Argentina,0.0
2110,Netherlands,DR Congo,0.0
2110,Netherlands,Indonesia,0.0
2110,Netherlands,Russia,0.0
2110,Netherlands,United States,0.0
2110,Netherlands,Brazil,0.0
2110,Netherlands,South Africa,0.0
2110,Netherlands,Peru,0.0
2110,Netherlands,Canada,0.0
2110,Netherlands,Others,0.0
2110,Spain,China,0.25
2110,Spain,Australia,0.0
2110,Spain,Chile,0.0
2110,Spain,Argentina,0.0
2110,Spain,DR Congo,0.0
2110,Spain,Indonesia,0.0
2110,Spain,Russia,0.0
2110,Spain,United States,0.0
2110,Spain,Brazil,0.0
2110,Spain,South Africa,0.0
2110,Spain,Peru,0.0
2110,Spain,Canada,0.0
2110,Spain,Others,0.0
2111,France,China,0.0
2111,France,Australia,0.0
2111,France,Chile,0.0
2111,France,Argentina,0.0
2111,France,DR Congo,0.0
2111,France,Indonesia,0.0
2111,France,Russia,0.0
2111,France,United States,0.0
2111,France,Brazil,0.0
2111,France,South Africa,0.0
2111,France,Peru,0.0
2111,France,Canada,0.0
2111,France,Others,0.25
2111,Germany,China,0.0
2111,Germany,Australia,0.0
2111,Germany,Chile,0.0
2111,Germany,Argentina,0.0
2111,Germany,DR Congo,0.0
2111,Germany,Indonesia,0.0
2111,Germany,Russia,0.0
2111,Germany,United States,0.0
2111,Germany,Brazil,0.0
2111,Germany,South Africa,0.0
2111,Germany,Peru,0.0
2111,Germany,Canada,0.0
2111,Germany,Others,0.25
2111,Italy,China,0.0
2111,Italy,Australia,0.0
2111,Italy,Chile,0.0
2111,Italy,Argentina,0.0
2111,Italy,DR Congo,0.0
2111,Italy,Indonesia,0.0
2111,Italy,Russia,0.0
2111,Italy,United States,0.0
2111,Italy,Brazil,0.0
2111,Italy,South Africa,0.0
2111,Italy,Peru,0.0
2111,Italy,Canada,0.0
2111,Italy,Others,0.25
2111,Netherlands,China,0.0
2111,Netherlands,Australia,0.0
2111,Netherlands,Chile,0.0
2111,Netherlands,Argentina,0.0
2111,Netherlands,DR Congo,0.0
2111,Netherlands,Indonesia,0.0
2111,Netherlands,Russia,0.0
2111,Netherlands,United States,0.0
2111,Netherlands,Brazil,0.0
2111,Netherlands,South Africa,0.0
2111,Netherlands,Peru,0.0
2111,Netherlands,Canada,0.0
2111,Netherlands,Others,0.25
2111,Spain,China,0.0
2111,Spain,Australia,0.0
2111,Spain,Chile,0.0
2111,Spain,Argentina,0.0
2111,Spain,DR Congo,0.0
2111,Spain,Indonesia,0.0
2111,Spain,Russia,0.0
2111,Spain,United States,0.0
2111,Spain,Brazil,0.0
2111,Spain,South Africa,0.0
2111,Spain,Peru,0.0
2111,Spain,Canada,0.0
2111,Spain,Others,0.25
2112,France,China,0.25
2112,France,Australia,0.0
2112,France,Chile,0.0
2112,France,Argentina,0.0
2112,France,DR Congo,0.0
2112,France,Indonesia,0.0
2112,France,Russia,0.0
2112,France,United States,0.0
2112,France,Brazil,0.0
2112,France,South Africa,0.0
2112,France,Peru,0.0
2112,France,Canada,0.0
2112,France,Others,0.0
2112,Germany,China,0.25
2112,Germany,Australia,0.0
2112,Germany,Chile,0.0
2112,Germany,Argentina,0.0
2112,Germany,DR Congo,0.0
2112,Germany,Indonesia,0.0
2112,Germany,Russia,0.0
2112,Germany,United States,0.0
2112,Germany,Brazil,0.0
2112,Germany,South Africa,0.0
2112,Germany,Peru,0.0
2112,Germany,Canada,0.0
2112,Germany,Others,0.0
2112,Italy,China,0.25
2112,Italy,Australia,0.0
2112,Italy,Chile,0.0
2112,Italy,Argentina,0.0
2112,Italy,DR Congo,0.0
2112,Italy,Indonesia,0.0
2112,Italy,Russia,0.0
2112,Italy,United States,0.0
2112,Italy,Brazil,0.0
2112,Italy,South Africa,0.0
2112,Italy,Peru,0.0
2112,Italy,Canada,0.0
2112,Italy,Others,0.0
2112,Netherlands,China,0.25
2112,Netherlands,Australia,0.0
2112,Netherlands,Chile,0.0
2112,Netherlands,Argentina,0.0
2112,Netherlands,DR Congo,0.0
2112,Netherlands,Indonesia,0.0
2112,Netherlands,Russia,0.0
2112,Netherlands,United States,0.0
2112,Netherlands,Brazil,0.0
2112,Netherlands,South Africa,0.0
2112,Netherlands,Peru,0.0
2112,Netherlands,Canada,0.0
2112,Netherlands,Others,0.0
2112,Spain,China,0.25
2112,Spain,Australia,0.0
2112,Spain,Chile,0.0
2112,Spain,Argentina,0.0
2112,Spain,DR Congo,0.0
2112,Spain,Indonesia,0.0
2112,Spain,Russia,0.0
2112,Spain,United States,0.0
2112,Spain,Brazil,0.0
2112,Spain,South Africa,0.0
2112,Spain,Peru,0.0
2112,Spain,Canada,0.0
2112,Spain,Others,0.0
2113,France,China,0.25
2113,France,Australia,0.0
2113,France,Chile,0.0
2113,France,Argentina,0.0
2113,France,DR Congo,0.0
2113,France,Indonesia,0.0
2113,France,Russia,0.0
2113,France,United States,0.0
2113,France,Brazil,0.0
2113,France,South Africa,0.0
2113,France,Peru,0.0
2113,France,Canada,0.0
2113,France,Others,0.0
2113,Germany,China,0.25
2113,Germany,Australia,0.0
2113,Germany,Chile,0.0
2113,Germany,Argentina,0.0
2113,Germany,DR Congo,0.0
2113,Germany,Indonesia,0.0
2113,Germany,Russia,0.0
2113,Germany,United States,0.0
2113,Germany,Brazil,0.0
2113,Germany,South Africa,0.0
2113,Germany,Peru,0.0
2113,Germany,Canada,0.0
2113,Germany,Others,0.0
2113,Italy,China,0.25
2113,Italy,Australia,0.0
2113,Italy,Chile,0.0
2113,Italy,Argentina,0.0
2113,Italy,DR Congo,0.0
2113,Italy,Indonesia,0.0
2113,Italy,Russia,0.0
2113,Italy,United States,0.0
2113,Italy,Brazil,0.0
2113,Italy,South Africa,0.0
2113,Italy,Peru,0.0
2113,Italy,Canada,0.0
2113,Italy,Others,0.0
2113,Netherlands,China,0.25
2113,Netherlands,Australia,0.0
2113,Netherlands,Chile,0.0
2113,Netherlands,Argentina,0.0
2113,Netherlands,DR Congo,0.0
2113,Netherlands,Indonesia,0.0
2113,Netherlands,Russia,0.0
2113,Netherlands,United States,0.0
2113,Netherlands,Brazil,0.0
2113,Netherlands,South Africa,0.0
2113,Netherlands,Peru,0.0
2113,Netherlands,Canada,0.0
2113,Netherlands,Others,0.0
2113,Spain,China,0.25
2113,Spain,Australia,0.0
2113,Spain,Chile,0.0
2113,Spain,Argentina,0.0
2113,Spain,DR Congo,0.0
2113,Spain,Indonesia,0.0
2113,Spain,Russia,0.0
2113,Spain,United States,0.0
2113,Spain,Brazil,0.0
2113,Spain,South Africa,0.0
2113,Spain,Peru,0.0
2113,Spain,Canada,0.0
2113,Spain,Others,0.0
2114,France,China,0.25
2114,France,Australia,0.0
2114,France,Chile,0.0
2114,France,Argentina,0.0
2114,France,DR Congo,0.0
2114,France,Indonesia,0.0
2114,France,Russia,0.0
2114,France,United States,0.0
2114,France,Brazil,0.0
2114,France,South Africa,0.0
2114,France,Peru,0.0
2114,France,Canada,0.0
2114,France,Others,0.0
2114,Germany,China,0.25
2114,Germany,Australia,0.0
2114,Germany,Chile,0.0
2114,Germany,Argentina,0.0
2114,Germany,DR Congo,0.0
2114,Germany,Indonesia,0.0
2114,Germany,Russia,0.0
2114,Germany,United States,0.0
2114,Germany,Brazil,0.0
2114,Germany,South Africa,0.0
2114,Germany,Peru,0.0
2114,Germany,Canada,0.0
2114,Germany,Others,0.0
2114,Italy,China,0.25
2114,Italy,Australia,0.0
2114,Italy,Chile,0.0
2114,Italy,Argentina,0.0
2114,Italy,DR Congo,0.0
2114,Italy,Indonesia,0.0
2114,Italy,Russia,0.0
2114,Italy,United States,0.0
2114,Italy,Brazil,0.0
2114,Italy,South Africa,0.0
2114,Italy,Peru,0.0
2114,Italy,Canada,0.0
2114,Italy,Others,0.0
2114,Netherlands,China,0.25
2114,Netherlands,Australia,0.0
2114,Netherlands,Chile,0.0
2114,Netherlands,Argentina,0.0
2114,Netherlands,DR Congo,0.0
2114,Netherlands,Indonesia,0.0
2114,Netherlands,Russia,0.0
2114,Netherlands,United States,0.0
2114,Netherlands,Brazil,0.0
2114,Netherlands,South Africa,0.0
2114,Netherlands,Peru,0.0
2114,Netherlands,Canada,0.0
2114,Netherlands,Others,0.0
2114,Spain,China,0.25
2114,Spain,Australia,0.0
2114,Spain,Chile,0.0
2114,Spain,Argentina,0.0
2114,Spain,DR Congo,0.0
2114,Spain,Indonesia,0.0
2114,Spain,Russia,0.0
2114,Spain,United States,0.0
2114,Spain,Brazil,0.0
2114,Spain,South Africa,0.0
2114,Spain,Peru,0.0
2114,Spain,Canada,0.0
2114,Spain,Others,0.0
2115,France,China,0.25
2115,France,Australia,0.0
2115,France,Chile,0.0
2115,France,Argentina,0.0
2115,France,DR Congo,0.0
2115,France,Indonesia,0.0
2115,France,Russia,0.0
2115,France,United States,0.0
2115,France,Brazil,0.0
2115,France,South Africa,0.0
2115,France,Peru,0.0
2115,France,Canada,0.0
2115,France,Others,0.0
2115,Germany,China,0.25
2115,Germany,Australia,0.0
2115,Germany,Chile,0.0
2115,Germany,Argentina,0.0
2115,Germany,DR Congo,0.0
2115,Germany,Indonesia,0.0
2115,Germany,Russia,0.0
2115,Germany,United States,0.0
2115,Germany,Brazil,0.0
2115,Germany,South Africa,0.0
2115,Germany,Peru,0.0
2115,Germany,Canada,0.0
2115,Germany,Others,0.0
2115,Italy,China,0.25
2115,Italy,Australia,0.0
2115,Italy,Chile,0.0
2115,Italy,Argentina,0.0
2115,Italy,DR Congo,0.0
2115,Italy,Indonesia,0.0
2115,Italy,Russia,0.0
2115,Italy,United States,0.0
2115,Italy,Brazil,0.0
2115,Italy,South Africa,0.0
2115,Italy,Peru,0.0
2115,Italy,Canada,0.0
2115,Italy,Others,0.0
2115,Netherlands,China,0.25
2115,Netherlands,Australia,0.0
2115,Netherlands,Chile,0.0
2115,Netherlands,Argentina,0.0
2115,Netherlands,DR Congo,0.0
2115,Netherlands,Indonesia,0.0
2115,Netherlands,Russia,0.0
2115,Netherlands,United States,0.0
2115,Netherlands,Brazil,0.0
2115,Netherlands,South Africa,0.0
2115,Netherlands,Peru,0.0
2115,Netherlands,Canada,0.0
2115,Netherlands,Others,0.0
2115,Spain,China,0.25
2115,Spain,Australia,0.0
2115,Spain,Chile,0.0
2115,Spain,Argentina,0.0
2115,Spain,DR Congo,0.0
2115,Spain,Indonesia,0.0
2115,Spain,Russia,0.0
2115,Spain,United States,0.0
2115,Spain,Brazil,0.0
2115,Spain,South Africa,0.0
2115,Spain,Peru,0.0
2115,Spain,Canada,0.0
2115,Spain,Others,0.0
2116,France,China,0.25
2116,France,Australia,0.0
2116,France,Chile,0.0
2116,France,Argentina,0.0
2116,France,DR Congo,0.0
2116,France,Indonesia,0.0
2116,France,Russia,0.0
2116,France,United States,0.0
2116,France,Brazil,0.0
2116,France,South Africa,0.0
2116,France,Peru,0.0
2116,France,Canada,0.0
2116,France,Others,0.0
2116,Germany,China,0.25
2116,Germany,Australia,0.0
2116,Germany,Chile,0.0
2116,Germany,Argentina,0.0
2116,Germany,DR Congo,0.0
